Artikelbezeichnung;Pharmacode;EAN-Code;alessandra.schwarz@coop.ch
ORTOPAD Occlusionspfla Med Boys 2-4J 50 Stk;3203407;4.02627E+12;
PAPILOCARE Vaginalgel 21 x 5 ml;7819712;7.64014E+12;
PARAFFINUM PERLIQUIDUM;10013280;NA;
PARANIX Kopflaus Repellent Spray 100 ml;3947875;7.64011E+12;
PEAN Katheterklemme 14cm gerade;983505;4.04949E+12;
PERSPIREX Original Antitranspir NF Roll-on 20 ml;7765220;5.70194E+12;
PFLÜGER SCHÜSSLER Nr1 Calc fluo Tabl D 12 100 g;3107112;7.64014E+12;
PFLÜGER SCHÜSSLER Nr10 Natr sulf Tabl D 6 100 g;3108560;7.64014E+12;
PFLÜGER SCHÜSSLER Nr17 Mang sulf Tabl D 6 100 g;3106762;7.64014E+12;
PFLÜGER SCHÜSSLER Nr4 Kal chlor Tabl D 6 100 g;3107307;7.64014E+12;
PFLÜGER SCHÜSSLER Nr5 Kal phos Tabl D 6 100 g;3108318;7.64014E+12;
PFLÜGER SCHÜSSLER Nr6 Kal sulf Tabl D 6 100 g;3108382;7.64014E+12;
PFLÜGER SCHÜSSLER Nr7 Magn phos Tabl D 6 Ds 100 g;3108436;7.64014E+12;
PFLÜGER SCHÜSSLER Nr8 Natr chlor Tabl D 6 Ds 100 g;3108488;7.64014E+12;
PHILIPS AVENT Natural Sauger 4 6M 2 Stk;7716434;8.7101E+12;
PHILIPS Peak Flow Meter Personal Best 60-810 Erw;1557839;3.8373E+11;
PHILIPS Sonicare Ersatzbür Kids HX6034/33 4J 4 Stk;5912326;8.7101E+12;
PHYSIODOSE physio Kochsalzlös Sicher Dos 30 x 5 ml;7781088;3.51865E+12;
PHYTOMED GEMMO Betula pendula liq D 1 Spr 30 ml;2681783;7.61301E+12;
PHYTOMED GEMMO Rubus idaeus liq D 1 Spr 30 ml;2681820;7.61301E+12;
PHYTOMED Knospenextrakt Sommerlinde Spr 30 ml;7812640;7.61301E+12;
PHYTOMED SCHÜSSLER Nr21 Zinc chlor Tabl D 6 100 g;2405468;7.61301E+12;
PHYTOMED SOS Saccharosekügelchen 20 g;1679413;7.61301E+12;
PHYTOMED Teufelskrallen-Weihrauch Creme Tb 100 ml;7197595;7.61301E+12;
PHYTOMED Vermiculite Tabl D 6 Ds 50 g;7346983;7.61301E+12;
PHYTOPHARMA OPC Kaps Ds 100 Stk;7803141;7.64011E+12;
PHYTOPHARMA Timo Pastillen 40 Stk;2513867;7.64011E+12;
PHYTOPHARMA Vitamin K2 Tabl Ds 60 Stk;7713559;7.64011E+12;
PLANTUR 39 Phyto-Coffein Shampoo Col Br (#) 250 ml;7808656;4.00867E+12;
PM (SL) D 471/13Aqua D'Alibour 10% 100ml;10008007;NA;
PM (SL) D 471/8 3er Handcreme, 100g;10008007;NA;
PM (SL) D466/6 Aluminiumchlorhydroxid-Lösung 20% KA 100g;10008007;NA;
PM (SL) D466/7 Ekzemsalbe 50g Kruke;10008007;NA;
PM (SL) D469/8 Pflegesalbe 2 x 200g;10008007;NA;
PM (SL) D470/19 Aluminiumchlorhydroxidlösung 10% KA 200g;10008007;NA;
PM (SL) D470/19 Aluminiumchlorhydroxidlösung 10% KA 200g Spray;10008007;NA;
PM (SL) D470/5 Dexamethason 0.2%-Remedermcrème 240g Kruke;10008007;NA;
PM (SL) D471/1 Scabi-Med Cr 5% in Excipial Hydro 210g;10008007;NA;
PM (SL) D471/10 Linola halbf.Cr.mit Diprogenta Cr.2:1 90g;10008007;NA;
PM (SL) D471/11 Triamcinolon-Softsalbe 0.05% KA 100g Kruke;10008007;NA;
PM (SL) D471/12 Capsaicin-Salbe 0.025% GE 90g Tube;10008007;NA;
PM (SL) D471/13 Aqua D'Alibour 10 % 100 ml;10008007;NA;
PM (SL) D471/14 Salicylvaseline 5% KA 200g Kruke;10008007;NA;
PM (SL) D471/15 Prednicutancr.-Dexerylcr. aa ad 100g Kruke;10008007;NA;
PM (SL) D471/18 Pflegesalbe 177.77g;10008007;NA;
PM (SL) D471/19 Salicylspiritus 3% 100ml;10008007;NA;
PM (SL) D471/21 Elocomcrème-Dexerylcrème 1:1 200g Kruke;10008007;NA;
PM (SL) D471/22 Salicylvaseline 10% KA 200g;10008007;NA;
PM (SL) D471/23 Kühlende Salbe 250g KA;10008007;NA;
PM (SL) D471/24 Capsaicin-Cr. 0.025% KA 50g Tube;10008007;NA;
PM (SL) D471/25 Salicylvaseline 5% KA 50g;10008007;NA;
PM (SL) D471/26 Elocom Salbe-Dexeryl Crème 1:1 60g Tube;10008007;NA;
PM (SL) D471/5 Scabi-Med Cr.5% in Excipial U Hydrol. 200ml;10008007;NA;
PM (SL) D471/7 Scabi-med Cr.5% 30g  in Excipial Hydrol. 200ml;10008007;NA;
PM (SL) D471/9 Elocomcr.30g in Dexerylcrème ad 250g;10008007;NA;
PM (SL) D472/1 Salicylvaseline 10% 100g in Kruke Ch101122;10008007;NA;
PM (SL) D472/10 Elocomsalbe-Dexerylcreme 1:1 100g;10008007;NA;
PM (SL) D472/11 Remederm Cremefluid mit 1% Triclosan KA 2x185g;10008007;NA;
PM (SL) D472/13 Linola halbf.Cr.mit Diprogenta 2:1 90g;10008007;NA;
PM (SL) D472/14 Capsaicincrème 0.025% KA 90 g Tube;10008007;NA;
PM (SL) D472/2 Betnovate Crème- DMSO 1:1  60g;10008007;NA;
PM (SL) D472/9 Triamcinolon-Softcrème KA 0.1% 300g Kruke;10008007;NA;
PM (SL) Salicylvaseline 10% 100.0g KA;10008007;NA;
PM (SL):  D464/13 Coldcream 250g Topf;10008007;NA;
PM (SL): D470/18 salicylvaseline 5% KA 200g.c.o.;10008007;NA;
PM (SL): D470/24 Salicylvaseline 3% 50g, Salbentopf;10008007;NA;
PM (SL): D470/25 Salicylvaseline 3% 100g, Salbentopf;10008007;NA;
PM (SL): D471/6 Capsaicin-Creme 0.025 % KA 100 g;10008007;NA;
PM (SL): D472/12 RP Lipikar baume AP+M + 5 % Nachtkerzenöl 400g;10008007;NA;
PM (SL): D472/5  Elocom-Dexeryl Creme 1:1 200g;10008007;NA;
PM (SL): D472/6 Capsaicincreme 0.025%  KA 90g;10008007;NA;
PM (SL): D472/7 DMSO in Basiscreme 50 % 90 g Kruke;10008007;NA;
PM (SL): Magnesiumhydroxid 100g;10008007;NA;
PM SL : D 464/21 Magnesiumhydroxid 100 g;10008007;NA;
PRIMEAL Tapioca 250 g;1795898;3.38038E+12;
PROPOLI Tropfen 20 % ohne Alkohol 20 ml;2995990;42058175;
PUKKA Beautiful Engl Breakfast Tee Bio Btl 20 Stk;6693228;5.06023E+12;
PURE Vitamin A Kaps Ds 60 Stk;7773598;1.21E+12;
PURESSENTIEL Gel&Musk Roll-on 14 äth Öle 75 ml;5924571;3.40155E+12;
PURESSENTIEL Luftspray Resp OK 200 ml;7778577;3.70106E+12;
RAUSCH Hairspray Strong N-Aerosol Refill Fl 400 ml;6940589;7.6215E+12;
RAUSCH Silberglanz Haar-Tonic Salbei 200 ml;3979496;7.6215E+12;
REBALANCE Filmtabl 250 mg 120 Stk;4192462;7.68054E+12;
REINA Seifenflocken unparfumiert Btl 1 kg;1781689;7.61087E+12;
REPARIL N Gel Tb 40 g;5130612;7.68052E+12;
RESOURCE 2.0 Fibre Schokolade 4 x 200 ml;5499205;7.61303E+12;
RIOPAN GEL 800 mg (neu) Fl 250 ml;7826368;7.68047E+12;
ROCHE POSAY Lipikar Duschgel Fl 200 ml;6170855;3.33787E+12;
ROCHE POSAY Lipikar Fluid 400 ml;6486819;3.33787E+12;
RÖÖSLI Duschgel Tb 50 ml;7848879;7.64021E+12;
SABCAPS Kaps 50 Stk;2366001;7.68055E+12;
SAHAG Holzstock Buche -100kg 96cm braun Fritzgr;7337346;4.25042E+12;
SALUS Kindervital Calcium + Vit D (#) Fl 250 ml;7750112;4.00415E+12;
SAM Splint Universal Schiene 11x91cm Rolle;2569715;7.61214E+12;
SANDDORN ARGOUSIER Omega 7 Kaps 60 Stk;4847928;6.42062E+12;
SÄNGER Wärmflasche 2l Strickbezug Flocke;6672396;4.01268E+12;
SÄNGER Wärmflasche 2l Strickbezug rot Hirsch;5998411;4.01268E+12;
SANOR Fingerling Latex Gr3 gepudert leicht;7780062;NA;
SANYTOL Desinfizierer Schuhe Fl 150 ml;6287304;3.0452E+12;
SCHMIDS Rheuma-Crème Tb 100 g;3751356;7.68059E+12;
Schnecken Extrakt Sir Hotz (Imp D) 100 ml;10016151;NA;
SCHOLL Freeze Warzenentferner Spr 80 ml;6517224;4.00245E+12;
SCHOLL LightLegs Strumpfhose 60DEN S schw 1 Paar;6884738;NA;
SCHOLL Velvet Smooth elekt Nagelpflegesystem;6343066;5.0522E+12;
SHAOLIN Muskel Fluid refill Fl 500 ml;7785383;7.64999E+12;
SIBONET Flüssigseife pH 5.5 Hypoaller Disp 250 ml;1909221;7.61299E+12;
SIGVARIS ECF A-D KKL2 L norm ges grey 1 Paar;4255234;7.61171E+12;
SIGVARIS ECF A-D KKL2 S norm ges black 1 Paar;4259752;7.61171E+12;
SIGVARIS ECF A-D KKL2 S norm ges caram 1 Paar;4258497;7.61171E+12;
SIGVARIS ECF A-D KKL2 S norm off grey 1 Paar;4253867;7.61171E+12;
SIGVARIS ECF A-D KKL2+ M la off NHR ca 1 Paar;6094077;7.61171E+12;
SIGVARIS ECF A-D KKL2+ M norm ges caram 1 Paar;4258600;7.61171E+12;
SIGVARIS ECF A-D KKL2+ S la off NHR ca 1 Paar;6094054;7.61171E+12;
SIGVARIS ECF A-D KKL2+ S norm off black 1 Paar;4259568;7.61171E+12;
SIGVARIS ECF A-D KKL2+ S norm off grey 1 Paar;4253991;7.61171E+12;
SIGVARIS ECF A-D KKL2+ XS nor off NHR sa 1 Paar;6094568;7.61171E+12;
SIGVARIS ECF A-D KKL2+ XS norm ges sav 1 Paar;6093764;7.61171E+12;
SIGVARIS ECF A-G KKL2 M la off NHR car 1 Paar;6102138;7.61171E+12;
SIGVARIS ECF A-G KKL2 M la off NHR sav 1 Paar;6103729;7.61171E+12;
SIGVARIS ECF A-G KKL2 XS no ge SVHR bl 1 Paar;6108796;7.61171E+12;
SIGVARIS ECF A-G KKL2+ XS la off NHR gr 1 Paar;6101481;7.61171E+12;
SIGVARIS ECF A-G KKL2+ XS la off NHR sav 1 Paar;6103847;7.61171E+12;
SIGVARIS ECF A-G KKL2+ XXS no ges NHR bl 1 Paar;6104999;7.61171E+12;
SIGVARIS ECF A-T KKL2 M lang ges caram;4334175;7.61171E+12;
SIGVARIS ECF A-T KKL2 XS lang off black;4334850;7.61171E+12;
SIGVARIS ECF A-T KKL2+ S norm off caram;4333750;7.61171E+12;
SIGVARIS ECF A-T KKL2+ XS lang off caram;4333744;7.61171E+12;
SIGVARIS ECF A-TM KKL2+ M lang ges black 1 Paar;4300839;7.61171E+12;
SIGVARIS ECF A-TM KKL2+ M norm ges caram 1 Paar;4299711;7.61171E+12;
SIGVARIS ECF A-TM KKL2+ XXS norm ges bl 1 Paar;6116815;7.61171E+12;
SIGVARIS ECL A-G KKL2 M lang ges NHR schw 1 Paar;2986146;7.61171E+12;
SIGVARIS ETH A-D KKL1 S lang off nature 1 Paar;4997036;7.61171E+12;
SIGVARIS ETH A-D KKL2 M lang off black 1 Paar;4799543;7.61171E+12;
SIGVARIS ETH A-D KKL2+ max S no ges nat 1 Paar;4818743;7.61171E+12;
SIGVARIS ETH A-D KKL2+ S norm ges nature 1 Paar;4800364;7.61171E+12;
SIGVARIS ETH A-D KKL2+ XS norm off nature 1 Paar;4799193;7.61171E+12;
SIGVARIS ETH A-G KKL2 M no ge SVHR bl 1 Paar;6337812;7.61171E+12;
SIGVARIS ETH A-G KKL2 M+ lang ge bl 1 Paar;5956281;7.61171E+12;
SIGVARIS ETH A-G KKL2 XS+ no ge SVHR bl 1 Paar;6337930;7.61171E+12;
SIGVARIS ETH A-G KKL2+ M norm off NHR bla 1 Paar;4831991;7.61171E+12;
SIGVARIS ETH A-T KKL2 L normal ges nat 1 Paar;4866328;7.61171E+12;
SIGVARIS MELANY M;7783477;7.61338E+12;
SIGVARIS Microfiber Men Arg A-D C ges grap 1 Paar;7707174;7.61338E+12;
SIGVARIS Microfiber Men Str A-D C ges grap 1 Paar;7707085;7.61338E+12;
SIGVARIS SSE A-D KKL2 XXS norm ges black 1 Paar;5074500;7.61171E+12;
SIGVARIS SSE A-D KKL2+ M nor ges NHR ca 1 Paar;4235935;7.61171E+12;
SIGVARIS SSE A-G KKL2 S no ges SVHR bla 1 Paar;5381656;7.61171E+12;
SIGVARIS SSE A-T KKL2+ M norm ges caram 1 Paar;3731106;7.61171E+12;
SIGVARIS TRA A-D KKL2 L lang off NHR 1 Paar;3267525;7.61171E+12;
SIGVARIS TRA A-D KKL3 L lang off NHR 1 Paar;3267809;7.61171E+12;
SIMILASAN Arnica Salbe 50 g;5481889;7.68054E+12;
SIMILASAN Arnica Tabl 60 Stk;5477563;7.68056E+12;
SIMILASAN Okoubaka Glob D4/D6/D12 15 g;2387428;7.61176E+12;
SIMILASAN Sonnenallergie Salbe 50 g;5481926;7.68052E+12;
SIPURO Küchen-Fettlöser Fl 650 ml;7823172;8.00365E+12;
SMILEPEN Power Whitening Zahnpasta Tb 40 g;7825958;4.26053E+12;
SN HomeoBox 4 Glob 5 x 1 g;6783397;7.61256E+12;
SOFTASEPT Pads 48 Stk;4744855;7.61245E+12;
SÖHNGEN Lederfingerling Gr6 L;6323827;4.25011E+12;
SOLMUCOL Erkältungshusten Lutschtabl 100 mg 24 Stk;3571631;7.6805E+12;
SOLMUCOL Gran 600 mg o Zucker (D) Btl 10 Stk;3085020;7.68048E+12;
SONNENTOR Advent Tee (neu) BIO Btl 18 Stk;7826247;9.00415E+12;
SONNENTOR Advent Tee offen BIO 100 g;7826248;9.00415E+12;
SONNENTOR Apfel Punsch-Sirup BIO 500 ml;4968425;9.00415E+12;
SONNENTOR Bengelchen Durststi Kräu Tee BIO 18 Stk;7803495;9.00415E+12;
SONNENTOR Bengelchen Durststill Frü Tee BIO 18 Stk;7803493;9.00415E+12;
SONNENTOR Bratapfel Tee (neu) BIO Btl 18 Stk;7826255;9.00415E+12;
SONNENTOR Glückstee Doppelkammer BIO 18 x 1.5 g;4837031;9.00415E+12;
SONNENTOR Glückstee lose BIO 50 g;2501982;9.00415E+12;
SONNENTOR Grüner Kaffee BIO Btl 18 Stk;6120679;9.00415E+12;
SONNENTOR Hanfblätter Tee BIO Btl 18 Stk;7752122;9.00415E+12;
SONNENTOR Himmlischer Christkindl Tee off BIO 60 g;7826250;9.00415E+12;
SONNENTOR Kaminknistern Tee n BIO Btl 18 Stk;7826251;9.00415E+12;
SONNENTOR Kaminknistern Tee offen (neu) BIO 100 g;7826252;9.00415E+12;
SONNENTOR Lichterglanz Kräutertee BIO 45 g;7826094;9.00415E+12;
SONNENTOR Lichterglanz Kräutertee BIO Btl 18 Stk;7826089;9.00415E+12;
SONNENTOR Weidenröschen kleinblütiges Tee BIO 50 g;7307977;9.00415E+12;
SONNENTOR Winternacht Tee (n) BIO Btl 18 Stk;7826253;9.00415E+12;
SONNENTOR Winternacht Tee offen BIO 100 g;7826254;9.00415E+12;
SONNENTOR Zimt Zauber Tee BIO Btl 18 Stk;7740054;9.00415E+12;
SPAGYROM Erkältungskrankheiten Tropfen Fl 100 ml;7268102;7.68047E+12;
SPAGYROS Hepar sulfuris Glob C 30 Multiclick 2 g;4063233;7.61316E+12;
SPAGYROS Natrium muriat Tropfen 6 Q 8 ml;4239264;NA;
SPAGYROS Nitric acid Glob C 30 Multiclick 2 g;4010455;7.61316E+12;
STARWAX the fabulous Putzstein weiss D/F 300 g;6787171;3.365E+12;
STERILLIUM Protect&Care Tücher Fläche 60 Stk;7833534;4.03168E+12;
Stomatitisloesung mit Hydrocortison ac. 0.5% 300g;10016200;NA;
SUPAIR CBD-Aromapflegeöl Muskel&Gelenk 50 ml;7780502;7.64017E+12;
SWANN MORTON Skalpell 1x steril No 10 10 Stk;1292163;2.01063E+12;
SWISSDENT Extreme Zahnpasta 100 ml;4559371;7.64013E+12;
SYMBIOLACT Plus Kaps 30 Stk;7808019;7.61141E+12;
Tannacomp 50 Filmtabletten (IMP D);10016206;NA;
TEBODONT-F Mundspülung Petfl 500 ml;7844771;7.61184E+12;
TEBOFORTIN uno Filmtabl 240 mg (neu) 60 Stk;7845724;7.68059E+12;
TECHNISCHE FLASCHE 100ML;10008177;NA;
TELFAST Filmtabl 180 mg (#) 30 Stk;1898078;7.68054E+12;
TENA Slip Ultima large 21 Stk;6190792;7.32254E+12;
TENA Soft Wipe 30x32cm 135 Stk;3168941;7.31079E+12;
TEPE Angle Interdental-Brush 0.4mm pink 6 Stk;5782929;7.3174E+12;
TIROLER LATSCHENK Franzbranntwein liq Fl 500 ml;1093162;9.00279E+12;
TOPFACE ANTIRöTUNGEN SPRAYLOTION;10004686;8.02941E+12;
TRAUMALIX DOLO icepack klein;3635710;7.64014E+12;
Tretinoin in Linola halbfett 0.025 % 100 g;10016193;NA;
TRIOFAN Hustenstiller Tropfen Fl 30 ml;7835670;7.68054E+12;
TRISA Zahnseide Active Clean Charcoal 40m mi Xylit;7314888;7.6102E+12;
VEET Haarentfernungs-Set Gesicht 2 x 50 ml;6520350;4.00245E+12;
VEPOCALC WC Entkalker-Reiniger Gel Fl 750 ml;5536231;7.61137E+12;
VEPOCHROM Forte Entkalker-Reiniger Fl 500 ml;6961083;7.61137E+12;
VEPOLISH Gehäuse-Reiniger liq anibakt Fl 300 ml;6531661;7.61137E+12;
VICHY Mineral Blend Make-Up Fluid 09 Cliff 30 ml;7580383;3.33788E+12;
VICKS Dampfinhalator V1300-DE;6555963;4.02217E+12;
VICOPURA Basenbad premium Plv refill 1200 g;5784532;NA;
VITA CHONDROCURMA Kaps 90 Stk;6788673;7.64014E+12;
VITILITY Bettpfanne mit Deckel weiss;6567127;8.71889E+12;
VITILITY Gehstock anthrazit;6875573;8.71889E+12;
VITILITY Ringkissen;5235044;8.71803E+12;
VIVIFLOR Ginkgo Gel Tb 50 ml;7766207;7.64014E+12;
VIVIFLOR SylTech Schaum Ds 50 ml;7483562;7.64014E+12;
VOGEL Entspannungs-Tropfen Fl 50 ml;3263272;7.6804E+12;
WALA Allium cepa/Mercurialis comp Salbe Tb 30 g;5614793;7.64019E+12;
WALA Bronchi/Plantago comp Glob Fl 20 g;2133030;7.64019E+12;
WALA Magen-Darm Glob Fl 20 g;7805016;7.68067E+12;
WARMIES Minis Wärme-Stofftier Baby-Pinguin;7447856;4.26039E+12;
WARMIES PURE Wärme-Stofftier Esel;7808428;4.26039E+12;
WARMIES Wärme-Stofftier Baby-Elefant;7836680;4.26039E+12;
WARMIES Wärme-Stofftier Frosch II;7836678;4.26039E+12;
WARMIES Wärme-Stofftier liegender Fuchs;7836675;4.26039E+12;
WARMIES Wärme-Stofftier Otter;7737799;4.26039E+12;
WARMIES Wärme-Stofftier Tiger;7737802;4.26039E+12;
WELEDA BABY WEISSE MALVE Pflegelotion Fl 200 ml;5486013;7.61192E+12;
WELEDA MAMA Schwangersch-Body Butter Glas 150 g;7833821;7.61192E+12;
WELEDA NATURWEISHEIT Haare Wimp & Näg 46 Stk;7810650;7.61192E+12;
WIDMER Complexe Intensif Anti Age Parf 30 ml;3941275;7.61148E+12;
WIDMER Parfum Elixir 50 ml;6969771;7.61148E+12;
WILLI FOX Drogentest THC einzel Urin 10 Stk;5413735;7.64016E+12;
XIFAXAN (IMP D) Filmtabl 200 mg 12 Stk;4988250;NA;
YAYABÄREN Gummibären Multivitamin Ds 60 Stk;7408164;7.64012E+12;
ZELLER Wechseljahre Tabl 90 Stk;7833519;7.68069E+12;
ZIRB Klassik Äth/Öl 30 ml;7821539;9.12009E+12;
